6.5
2.5
10.5
7
5
6
3.5
8
2
9
10
0
13
4.5
4
9
7
8.5
4.5
3
0.5
0
8
7.5
9.5
4.5
1.5
5
4
7
5.5
6
2
8.5
15
4.5
3
12.5
6
6.5
12
8.5
4
0
2.5
11
8
11
1.5
11
11.5
2.5
12.5
4
12
9.5
9
9.5
7.5
7.5
0.5
1.5
4.5
6
5
10.5
3.5
10
7.5
7
12.5
2.5
6.5
3
8.5
7
7
3.5
0
3.5
11
2.5
1
7
3.5
2.5
2
8
6.5
2
9
5.5
1.5
0
6.5
5
9
2
0
4
6.5
1.5
9.5
7
8
3.5
11
6
7
6
11
6.5
10.5
11
8.5
0.5
6
0
0
2
4.5
5.5
3
2
8.5
12
10.5
6
6.5
0
7
0
7
6.5
5.5
6
14.5
10.5
7
10
4
8
13.5
3.5
12.5
8
14
3
10.5
5
7
15
2
2
7.5
9.5
2.5
15
3
1.5
1
2
11
9.5
3
5
9
4
1.5
11.5
5.5
8.5
0.5
2.5
6.5
5
0
1.5
1
9.5
5.5
7.5
10.5
8
1.5
8
13.5
7.5
10
7
3.5
11
2
0
2.5
1.5
12.5
3.5
9.5
1
5.5
0
14
0
8.5
12
8.5
4.5
11.5
6
3
6.5
0
6.5
1
5.5
2
11.5
3.5
6
1.5
8.5
11
14
5
14
0
0.5
5.5
4.5
4.5
7.5
5.5
4.5
12.5
1
1
10
8
1
14.5
6
5
3
8.5
7.5
7
11
3
12.5
6
7.5
5.5
5.5
9
14.5
8
0
5
5.5
8.5
3.5
1
3
3
9
3.5
4
6.5
8
2.5
0
3.5
12.5
9.5
11.5
10.5
5.5
2
2
5
5.5
12.5
2.5
2
4
4.5
13
3
12.5
7.5
5.5
13
4
6.5
3.5
4.5
7
12.5
11
6
8
12
12
0
6.5
9
8
10.5
12.5
9
5
5.5
8.5
13
9
0
4.5
9.5
3.5
2
7.5
12
9.5
8
11
4
3.5
4.5
14
3
6.5
11.5
5.5
7
8.5
1.5
8.5
8.5
3
10
4.5
6
7.5
12
8
10.5
3.5
14.5
1.5
6.5
7.5
9
5
13.5
13.5
